"term_en","ipa","term_uz","term_ru","definition_uz","definition_ru","etymology","category","yield","is_phrase","audio_url"
"D-dimer assay","/diː ˈdaɪmər əˈseɪ/","D-dimer tahlili","анализ на D-димер","Fibrin parchalanish mahsulotlarini o'lchaydigan va trombozni inkor etish uchun ishlatiladigan qon testi.","Анализ крови, измеряющий продукты распада фибрина для исключения тромбоза.","D (specific fibrin fragment) + Greek di- (two) + meros (part).","lab","low","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/bd/bd2f8876fefdc937b70f8ff6c555968f23daa5a0.mp3"
"D-dimer test","/diː ˈdaɪmər tɛst/","D-dimer testi","анализ на D-димер","Fibrin parchalanish mahsulotlarini o'lchaydigan va trombozni inkor etish uchun ishlatiladigan qon testi.","Анализ крови, измеряющий продукты распада фибрина для исключения тромбоза.","Named for the two cross-linked D fragments of the fibrin protein.","lab","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/b4/b42881f356a4157705db5ed57cce8ff0248edbed.mp3"
"dacrocytes","/ˈdækrəsaɪts/","Dakriotsitlar","дакриоциты","Mielofibrozda uchraydigan, tomchi shaklidagi eritrotsitlar.","Эритроциты в форме капли, характерные для миелофиброза.","Greek dakryon (tear) + kytos (cell).","lab","high","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/09/0958da1de89635bdbee46f760f35cb0d25bc85d7.mp3"
"dacryocystitis","/ˌdækrioʊsɪˈstaɪtɪs/","dakriosistit","дакриоцистит","Yosh qopchasining yallig'lanishi va infeksiyasi.","Инфекционное воспаление слезного мешка, часто возникающее на фоне закупорки протока.","Greek dakryon (tear) + kystis (sac) + -itis (inflammation).","condition","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/34/34ccd71feb880b9759b66037f552a77381b8793a.mp3"
"dactylitis","/ˌdæktɪˈlaɪtɪs/","Daktilit","дактилит","Barmoqlarning 'sosiskasimon' shishishi, ko'pincha o'roqsimon hujayrali anemiya yoki psoriatik artritda uchraydi.","Равномерный отек пальца («сосискообразный палец»), характерный для серповидноклеточной анемии.","Greek daktylos (finger) + -itis (inflammation).","finding","high","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/86/86f6c918bd9eccf9a6dd4556d5336a975b086877.mp3"
"Dandy-Walker malformation","/ˈdændi ˈwɔːkər ˌmælfɔːrˈmeɪʃən/","Dendi-Uoker malformatsiyasi","аномалия Денди-Уокера","Serebellar vermis gipoplaziyasi va to'rtinchi qorinchaning kistoz kengayishi bilan tavsiflanadigan tug'ma rivojlanish nuqsoni.","Врожденный порок развития, характеризующийся гипоплазией червя мозжечка и кистозным расширением четвертого желудочка.","Named after neurosurgeons Walter Dandy and Arthur Earl Walker.","condition","high","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/5a/5a5f39e48ffb5a17077ee7ec423cab0d1bb3284a.mp3"
"dark skin pigmentation","/dɑːrk skɪn ˌpɪɡmənˈteɪʃən/","to'q teri pigmentatsiyasi","темная пигментация кожи","Terida melanin miqdorining ko'pligi, bu ultrabinafsha nurlarining vitamin D sintezi uchun kirishini kamaytiradi.","Высокое содержание меланина в коже, что препятствует проникновению ультрафиолетовых лучей для синтеза витамина D.","Latin pigmentum (color/paint).","finding","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/f7/f75c3cb2b9c821429b00cdd3b292c9a454ce7f86.mp3"
"dark urine","/dɑːrk ˈjʊərɪn/","to'q rangli siydik","темная моча","Siydik rangining gemoglobin, bilirubin yoki boshqa pigmentlar hisobiga to'qarishi.","Изменение цвета мочи на более темный из-за присутствия гемоглобина, билирубина или других пигментов.","Old English deorc + Latin urina.","finding","low","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/e8/e8d171a29bbae378a77149919d82b61f94e523cc.mp3"
"dark yellow urine","/dɑːrk ˈjɛloʊ ˈjʊərɪn/","to'q sariq siydik","темно-желтая моча","Siydikda bilirubin miqdori ortishi natijasida uning rangini to'q sariq yoki jigarrang bo'lishi.","Изменение цвета мочи на темно-желтый или коричневый вследствие повышенного содержания билирубина.","Old English deorc + geolu + Latin urina.","finding","low","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/9f/9f016364fd96992a13e6b5ba7a7bc589c455ffb0.mp3"
"dark-field microscopy","/dɑːrk fiːld maɪˈkrɒskəpi/","qorong'u maydonli mikroskopiya","темнопольная микроскопия","Yorug'likni ob'ektga yon tomondan yo'naltirib, qorong'u fonda yorqin ob'ektlarni (masalan, spiroxetalarni) ko'rish usuli.","Метод микроскопии, при котором свет падает сбоку, позволяя видеть светящиеся объекты (например, спирохеты) на темном фоне.","English dark + field + Greek mikros (small) + skopein (to look).","lab","high","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/2c/2c04ae5c692d3d0424d10984764208f7dfa47bf8.mp3"
"decreased skin turgor","/dɪˈkriːst skɪn ˈtɜːrɡər/","teri turgorining pasayishi","снижение тургора кожи","Terining elastikligi kamayishi, ko'pincha suvsizlanish (degidratatsiya) belgisi.","Снижение эластичности кожи, являющееся клиническим признаком обезвоживания.","Latin turgere (to swell).","finding","low","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/46/4606310fe51cc5c3c678be44e4f595b8060d85dd.mp3"
"decreased superoxide production","/dɪˈkriːst ˌsuːpərˈɒksaɪd prəˈdʌkʃən/","superoksid ishlab chiqarishning kamayishi","снижение продукции супероксида","NADPH oksidaza fermenti yetishmovchiligi tufayli fagotsitlar tomonidan reaktiv kislorod shakllarining yetarli darajada hosil qilinmasligi.","Недостаточное образование активных форм кислорода фагоцитами из-за дефекта фермента НАДФН-оксидазы.","Latin de- (down) + crescere (grow) + super- (above) + Greek oxys (sharp/acid).","mechanism","high","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/e1/e1f4427e4f552cb9eb64640b12906397a017e815.mp3"
"decreased tear production","/dɪˈkriːst tɛər prəˈdʌkʃən/","ko'z yoshi ishlab chiqarishning kamayishi","снижение слезопродукции","Ko'z yoshi bezlari tomonidan suyuqlik ajralishining kamayishi, ko'pincha parasimpatik innervatsiya buzilganda kuzatiladi.","Уменьшение секреции слезной жидкости, часто связанное с нарушением парасимпатической иннервации.","Latin productio (a lengthening/bringing forth).","finding","high","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/f1/f179da0b169591b62a3b861734ebd8ceecb34025.mp3"
"decreased urine output","/dɪˈkriːst ˈjʊərɪn ˈaʊtpʊt/","siydik miqdorining kamayishi","снижение диуреза","Buyrak funksiyasi buzilishi natijasida ajraladigan siydik hajmining kamayishi.","Уменьшение объема выделяемой мочи вследствие нарушения функции почек.","Latin de- (down) + crescere (grow) + Greek ouron (urine).","finding","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/af/afe9e0977a4d905dc9346869de38d798bc1bb292.mp3"
"decreased vibration sensation","/dɪˈkriːst vaɪˈbreɪʃən sɛnˈseɪʃən/","vibratsiya sezgisining pasayishi","снижение вибрационной чувствительности","Nerv shikastlanishi tufayli tebranishlarni his qilish qobiliyatining kamayishi.","Уменьшение способности воспринимать вибрационные стимулы, признак поражения крупных нервных волокон.","Latin de- (down) + vibrare (shake) + sentire (feel).","finding","low","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/8d/8d681b3999d3c56f00cd93b332ec68d8386b1e74.mp3"
"decrescendo diastolic murmur","/ˌdiːkrəˈʃɛndoʊ daɪəˈstɒlɪk ˈmɜːrmər/","diastolik pasayuvchi shovqin","диастолический убывающий шум","Diastola paytida kuchi asta-sekin kamayib boradigan yurak shovqini.","Сердечный шум в фазе диастолы, интенсивность которого постепенно снижается.","Italian decrescendo (decreasing) + Greek diastole (dilation) + Latin murmur (humming).","finding","high","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/2b/2b7d3cb301d804e3b01cec3beace46915f017dc6.mp3"
"decrescendo murmur","/ˌdiːkrəˈʃɛndoʊ ˈmɜːrmər/","susayuvchi shovqin","убывающий шум (декрещендо)","Intensivligi (kuchi) asta-sekin pasayib boradigan yurak shovqini.","Сердечный шум, интенсивность которого постепенно уменьшается.","Italian decrescendo (decreasing) + Latin murmur (humming).","finding","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/5a/5a9c24b15ac36c4447ebe9d87c6bb232af17d6b3.mp3"
"decrescendo-type diastolic murmur","/ˌdiːkrəˈʃɛndoʊ taɪp daɪˈæstəlɪk ˈmɜːrmər/","diastolik susayuvchi shovqin","диастолический убывающий шум","Yurak bo'shashishi (diastola) paytida eshitiladigan va vaqt o'tishi bilan pasayib boradigan shovqin.","Сердечный шум, возникающий во время диастолы, интенсивность которого постепенно уменьшается.","Italian decrescendo (decreasing) + Greek diastole (expansion).","finding","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/89/89f3eb8d168307b3071e5a9efe0a40326a29b659.mp3"
"decrescendo-type murmur","/ˌdiːkrəˈʃɛndoʊ taɪp ˈmɜːrmər/","susayuvchi turdagi shovqin","шум типа декрещендо","Intensivligi (balandligi) asta-sekin kamayib boradigan yurak shovqini.","Сердечный шум, интенсивность которого постепенно убывает.","Italian decrescendo (decreasing) + Latin murmur (humming).","finding","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/fa/fabb53ccd23b58662702647cb915fcc4424882eb.mp3"
"decubitus ulcer","/dɪˈkjuːbɪtəs ˈʌlsər/","yotoq yarasi","пролежень","Uzoq vaqt bosim ostida qolgan teri va yumshoq to'qimalarning shikastlanishi.","Повреждение кожи и мягких тканей в результате длительного давления.","Latin decumbere (to lie down) + ulcus (sore).","finding","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/ce/ceacbdfa0b5bceece9314409fe87f6da1c109fd8.mp3"
"decussate","/ˈdɛkəseɪt/","kesishish (perekrest hosil qilish)","перекрещиваться","Nerv tolalarining tananing bir tomonidan ikkinchi tomoniga o'tishi.","Переход нервных волокон с одной стороны тела на другую в виде перекреста.","Latin decussare (to mark with an X).","mechanism","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/20/20bb7bb86d2d9fe87428a266f381a5a48a8e4376.mp3"
"decussating","/ˈdɛkəˌseɪtɪŋ/","kesishish (perekrest)","перекрест","Nerv tolalarining tananing bir tomonidan qarama-qarshi tomoniga o'tishi.","Переход нервных волокон с одной стороны тела на противоположную.","Latin decussare (to mark with an X), from decem (ten, written as X).","mechanism","medium","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/e8/e8914d484b921a0c8fa4b508c545dc753351bdb1.mp3"
"deep brachial artery","/diːp ˈbreɪkiəl ˈɑːrtəri/","yelkaning chuqur arteriyasi","глубокая артерия плеча","Yelka arteriyasining shoxchasi bo'lib, radial nerv bilan birga yelka suyagi orqa yuzasidagi spiral egatda joylashgan.","Ветвь плечевой артерии, которая проходит вместе с лучевым нервом в спиральной борозде плечевой кости.","Latin brachium (arm) + Greek arteria (windpipe/vessel).","anatomy","high","false","https://sigtdgbwebolnrtafzre.supabase.co/storage/v1/object/public/clinical-english-audio/nova/tts-1-hd/1b/1bb3c716f1c8cdc42f1fc434bab4889005fde2c9.mp3"
